sequenceID,MappingManager_main_FrameID,rot_w,rot_x,rot_y,rot_z,pos_x,pos_y,pos_z,cur_time,currentLocation_Timestamp,latLon_x,latLon_y,accuracy,0,accuracy,XRCameraIntrinsics_focalLength_x,XRCameraIntrinsics_focalLength_y,XRCameraIntrinsics_resolution_x,XRCameraIntrinsics_resolution_y,XRCameraIntrinsics_principalPoint_x,XRCameraIntrinsics_principalPoint_y,compass,compassAccuracy,compassMagnetic,satelliteView,satelliteUsed,speedMetersPerSecond,Input_acceleration_x,Input_acceleration_y,Input_acceleration_z,gyro_userAcceleration_x,gyro_userAcceleration_y,gyro_userAcceleration_z,ArFoundationCameraStats_mainArFoundation_CurrentSpeed,ArFoundationCameraStats_mainArFoundation_CurrentAngleSpeed,ArFoundationCameraStats_mainArFoundation_TimeRangeAverage,ArFoundationCameraStats_mainArFoundation_InTimeRangeAverageSpeed,ArFoundationCameraStats_mainArFoundation_InTimeRangeAverageAngleSpeed,ArFoundationLightManager_main_LastIntensity,lightEstimationData_averageBrightness,lightEstimationData_averageColorTemperature,lightEstimationData_colorCorrection_Value_r,lightEstimationData_colorCorrection_Value_g,lightEstimationData_colorCorrection_Value_b,lightEstimationData_averageIntensityInLumens,lightEstimationData_mainLightIntensityLumens,lightEstimationData_averageMainLightBrightness,lastFrameEventArgs_exposureDuration,lastFrameEventArgs_exposureOffset,vApplication_version,bApplication_buildGUID,Exif_ApertureValue,Exif_Brightness,Exif_ExposureTime,Exif_ShutterSpeed,Exif_ExposureBias,Exif_FNumber,Exif_FocalLength,Exif_Flash,Exif_ColorSpace,Exif_PhotographicSensitivity,Exif_MeteringMode,depth_CameraConfiguredDepthSensorSupport,depth_LastRGBWidth,depth_LastRGBHeight,depth_LastDepthWidth,depth_LastDepthHeight,depth_LastDepthConfidenceWidth,depth_LastDepthConfidenceHeight,depth_LastDepthRawWidth,depth_LastDepthRawHeight,depth_LastDepthSmoothedWidth,depth_LastDepthSmoothedHeight,depth_LastHumanDepthWidth,depth_LastHumanDepthHeight,depth_LastHumanStencilWidth,depth_LastHumanStencilHeight
489,0019,-0.4292375,-0.05337489,0.8968279,-0.09276925,2.073578,1.334624,2.412201,1775453150,1775453150,13.7459482,100.53741204,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,217.0913,113,60,1.61,0.051911,-1.285087,-0.363133,0,0,0,1.502788,23.4027,1,1.459384,33.89196,1.278239,0.5956595,0,0.9860219,1,0.9718583,1191.319,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0020,-0.406179,-0.0454395,0.9071006,-0.1006106,1.866943,1.340241,2.539734,1775453151,1775453150,13.7459482,100.53741204,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,157.0343,113,60,1.61,-0.18788,-0.590236,-0.12993,0,0,0,1.464558,49.32272,1,1.457415,31.16567,1.268993,0.5913507,0,0.9826852,1,0.9855599,1182.701,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0021,-0.3729888,-0.03530627,0.9234917,-0.08243893,1.675354,1.369965,2.658768,1775453151,1775453150,13.7459482,100.53741204,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,245.1125,113,60,1.61,0.133712,-1.148935,-0.149633,0,0,0,1.420043,10.87909,1,1.448867,31.7084,1.268054,0.5909134,0,0.9795378,1,0.9909494,1181.827,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0022,-0.3691347,-0.05132513,0.9231824,-0.09401878,1.429932,1.32787,2.82489,1775453151,1775453151,13.74595458,100.53740151,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,212.4287,113,59,1.38,0.120414,-0.968253,-0.255773,0,0,0,1.47093,32.95339,1,1.453215,30.21471,1.274716,0.5940174,0,0.993951,1,0.9687883,1188.035,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0023,-0.3332172,-0.04368664,0.935261,-0.1111068,1.148117,1.361135,2.971634,1775453151,1775453151,13.74595458,100.53740151,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,203.6402,113,59,1.38,0.146583,-1.147166,-0.373625,0,0,0,1.166048,43.114,1,1.444785,32.28392,1.263272,0.5886848,0,0.9962453,1,0.9737343,1177.37,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0024,-0.3056037,-0.04210412,0.9439946,-0.1170806,0.9303589,1.347974,3.051392,1775453151,1775453151,13.74595458,100.53740151,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,221.6048,113,59,1.38,0.141154,-0.9085339,-0.220515,0,0,0,1.435501,27.52901,1,1.447984,30.73054,1.248696,0.5818923,0,0.9934812,1,0.9816793,1163.785,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0025,-0.2844883,-0.02607578,0.9533239,-0.09777595,0.6781616,1.374996,3.136795,1775453152,1775453151,13.74595458,100.53740151,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,201.3916,113,59,1.38,0.136518,-0.910364,-0.275476,0,0,0,1.28896,28.11955,1,1.434373,28.91024,1.246633,0.5809311,0,0.9869579,1,0.9901718,1161.862,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0026,-0.2812995,-0.04596517,0.9526538,-0.1058717,0.4571686,1.35879,3.219299,1775453152,1775453151,13.74595458,100.53740151,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,203.9941,113,59,1.38,0.031903,-1.203164,-0.204228,0,0,0,1.409293,21.48398,1,1.440675,25.7425,1.255545,0.5850837,0,0.9922501,1,0.9806162,1170.167,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0027,-0.2033138,0.0005786121,0.973026,-0.1090118,0.2633972,1.349485,3.292313,1775453152,1775453152,13.74595762,100.53739007,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,175.5751,113,63,1.43,-0.067649,-0.838567,-0.137555,0,0,0,1.249511,100.2226,1,1.414731,34.45634,1.292642,0.6023714,0,0.9866076,1,0.9803722,1204.743,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0028,-0.108211,-0.007732075,0.9880987,-0.1090482,0.0243988,1.37722,3.3349,1775453152,1775453152,13.74595762,100.53739007,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,114.8678,113,63,1.43,-0.112057,-1.093791,-0.124501,0,0,0,1.23009,50.28561,1,1.356312,38.86438,1.30426,0.6077854,0,0.9877375,1,0.9756015,1215.571,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0029,-0.05447409,-0.0008290969,0.9930703,-0.1041317,-0.1772003,1.363194,3.356018,1775453152,1775453152,13.74595762,100.53739007,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,206.6219,113,63,1.43,0.212585,-0.956175,-0.164517,0,0,0,1.241415,17.03246,1,1.330905,40.36992,1.294351,0.6031677,0,0.9820629,1,0.9757614,1206.335,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0030,-0.02399409,-0.001493897,0.9950681,-0.09623756,-0.3828735,1.382254,3.358429,1775453152,1775453152,13.74595762,100.53739007,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,129.0219,113,63,1.43,-0.089609,-0.728157,-0.206851,0,0,0,1.263209,30.88407,1,1.303771,40.25362,1.277381,0.5952596,0,0.9858989,1,0.9722894,1190.519,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0031,-0.003923565,-0.002340507,0.9948497,-0.1012592,-0.5898438,1.377734,3.354736,1775453153,1775453152,13.74595762,100.53739007,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,165.8281,113,63,1.43,0.165737,-1.292895,-0.261385,0,0,0,1.190828,10.75011,1,1.289232,38.68104,1.276191,0.5947049,0,0.992052,1,0.9651738,1189.41,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0032,0.02056959,0.0125403,0.9928219,-0.1171519,-0.7967682,1.351,3.351669,1775453153,1775453152,13.74595762,100.53739007,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,207.3701,113,63,1.43,-0.044774,-0.80886,-0.058316,0,0,0,1.172492,39.12011,1,1.261429,39.91108,1.255283,0.5849618,0,0.9968562,1,0.9505547,1169.924,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0033,0.05939841,0.02239402,0.9900541,-0.1255518,-0.9949799,1.374602,3.325348,1775453153,1775453153,13.74595608,100.53737899,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,101.0005,113,62,1.29,-0.143655,-0.9602619,-0.191601,0,0,0,1.193661,55.48524,1,1.2655,34.41513,1.22108,0.5690231,0,0.9903078,1,0.9447945,1138.046,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0034,0.1089207,0.01541896,0.9858238,-0.1266887,-1.192581,1.359239,3.258163,1775453153,1775453153,13.74595608,100.53737899,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,150.7843,113,62,1.29,0.153842,-1.128744,-0.460611,0,0,0,1.375264,27.21081,1,1.267853,30.03871,1.193387,0.5561184,0,0.9917206,1,0.9437574,1112.237,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0035,0.1419702,0.01218274,0.9825362,-0.1196612,-1.392075,1.371013,3.169586,1775453153,1775453153,13.74595608,100.53737899,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,222.2716,113,62,1.29,-0.029097,-0.679479,0.017995,0,0,0,1.370856,36.58152,1,1.285717,28.55313,1.154362,0.5379328,0,0.9895477,1,0.9424896,1075.865,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
